tweet,username,likes_count,date,sentiment2cat,sentiment3cat
maid episode  recap tv margaretqualley andiemacdowell nickrobinson netflix,reelmockery,0,2021-10-13,pos,neu
the way she hella got her way with singh-y only to realize she does not bank with jsm lmfaooooo then she hella laughs it offrofl alex is so over her mom is bsjoy maid maidnetflix,itelamet84,0,2021-10-13,pos,pos
maid let me go sleep! i’m done cold sweat,thandokamzimela,0,2021-10-13,neg,neu
this just in...aliceinborderland &amp; maid is firefirefire. now back to your regular programming. netflixkenya netflixth netflixmaid maidnetflix netflixseries netflix netflixoriginal justbecause popcorn,roddyroddo,0,2021-10-13,pos,neu
paula - how did a daughter of mine end up so square. you're basically a trapezoid. alex - a trapezoid is not a square. paula - only a square would know that. paula cracks me upskullskullskull maid maidnetflix,itelamet84,0,2021-10-13,pos,neu
i’m watching maid on netflix and literally as a mom watching this first episode got my heart hurting!!!! pleading,yo_homegirl,0,2021-10-13,pos,pos
i've just watched episode s | e of maid! maid tvtime,janaine,0,2021-10-13,pos,neu
i've just watched episode s | e of la asistenta! maid tvtime,eal_93,0,2021-10-13,pos,neu
the main character on maid annoys the hell out of me,asotost8ofmind,1,2021-10-13,pos,neg
"her dad better end up being an axe murderer or something, i’m getting very annoyed with the pride thing maid",shanae_ari,0,2021-10-13,neg,neg
maid in summation:,shanae_ari,2,2021-10-13,pos,neu
"watching maid… the lack of empathy alex comes across all the time is gut wrenching. the day care, the pediatrician, the locator… jesus… i’m furious",golden4evermore,0,2021-10-13,pos,neg
i've just watched s | e of maid! maid tvtime,puthculture,0,2021-10-13,pos,neu
"this is really, really really slow burn show maid",fesha_,0,2021-10-13,neg,neu
somebody tell sean to come outside real quick. i just wanna talk!! maid maidnetflix,purpose_filled,0,2021-10-13,pos,neu
had to watch maid again on and phew!,blessingsdigha,1,2021-10-13,pos,neu
i’m about  minutes into maid and i can tell it will not end the way i want it to. it is giving “enough” vibes but i can tell she ai not about it.,leaveittomona,0,2021-10-13,pos,pos
oufff maid is such a heavy show. my eyes have been puffy the entire time maid,brookededam,0,2021-10-13,neg,neu
my girl finally caught a break raising hands medium dark skin toneraising hands medium dark skin tonemaid,muasuluki,0,2021-10-13,neg,neu
i've just watched episode s | e of la asistenta! maid tvtime,eal_93,0,2021-10-13,pos,neu
i've just watched episode s | e of maid! maid tvtime,janaine,0,2021-10-13,pos,neu
just finished maid on netflix. really good show,tyler63704583,0,2021-10-13,pos,pos
episode  and this dumb mf still leave this baby in the car roll eyes maid i feel bad for her but she also gets on my nerves.,laveniaaaaa_,0,2021-10-13,neg,neg
watching maid had me on an emotional rollercoaster sweat,iamrysh,3,2021-10-13,pos,pos
ep  of maid already got me like ...,purpose_filled,0,2021-10-13,pos,pos
aint no way in hell someone would talk to me like that in front of my dad maid,tiemyshoedude,0,2021-10-13,pos,neg
"maid on netflix is worth the time, especially for women.",mselip,6,2021-10-13,pos,pos
alex is life is so stressful. maid,nqomngomz,0,2021-10-13,pos,neg
this show maid is so sad pleading,jasminemichele_,0,2021-10-13,neg,neg
so dad just sat there vele?! cold sweat. maid,thandokamzimela,0,2021-10-13,neg,neu
this show makes me what fight everyone sob maid,followchelz,0,2021-10-13,pos,neg
man when is she gon give nate some coochie.. he done gave the girl a whole car! maid,wagnerkyler,2,2021-10-13,pos,neu
unpopular opinion but alex makes me mad. she continues to do stupid irresponsible shit. letting a bunch of adults crash her child is birthday party and get wasted. after everything she went through to get that rental. she is an idiot. maid,childofsunday,0,2021-10-13,neg,neg
nate should come and help me out toogrimacing maid,wiildcurlss,1,2021-10-13,pos,pos
"it is heartbreaking how much watching maid, triggered me.! such a hard hitting thing to watch, i felt all of her emotions what an incredible actress margaretqualley is. maidnetflix maid domesticviolence brokeme wekeepfighting staystrong staysafe lookaftereachother lovewhite heart",makealatate,1,2021-10-13,pos,pos
episode  ending sobsobsmiling face with three hearts maidnetflix maidonnetflix maid,nikeande,0,2021-10-13,pos,pos
watching maid it looks like it will be good,hodontplaywitme,0,2021-10-13,pos,pos
i've just watched episode s | e of maid! maid tvtime,felipedecaldas,0,2021-10-13,pos,neu
omg poor alex and also fuck sean!!!!! maid,tskillah,0,2021-10-13,neg,neg
definitely felt that sexual tension between alex and nate when they crossed paths to the bathroom hothotsweat smilesweat smile maid,wiildcurlss,3,2021-10-13,pos,pos
last episode frowning face selector maid,athee_mas,0,2021-10-13,pos,neg
𝚌𝚘𝚞𝚛𝚊𝚐𝚎 maid,monissmoon,0,2021-10-13,pos,neu
maid on netflix she got a lot of gas for  dollars lol,butudonthearme,0,2021-10-13,pos,pos
i’ve never seen something relate so much to my life than i have maid … thank you and the amazing margaretqualley !! abused women everywhere applaud you for this performance and bringing awareness.,redrobynn18,0,2021-10-13,pos,pos
i've just watched episode s | e of maid! maid tvtime,isjoaogui,0,2021-10-13,pos,neu
watched episode s | e of maid maid tvtime,feraieren,0,2021-10-13,pos,neu
me watching maid,ihpbw,2,2021-10-13,pos,neu
i reeeeeeally hate her mom maid,crownmetiara88,0,2021-10-13,neg,neg
she knew not to have all of those crazy people over to that house. maid,shawnallenlive,0,2021-10-13,neg,neg
ok but paula and alex are actually really mom and daughter in real life… how i ai not realize woman facepalming medium skin tone maid,_kaykiani,0,2021-10-13,pos,pos
"maid i enjoyed every second, the emotion the i felt was awesome white heartwhite heart",xjonjx,0,2021-10-13,pos,pos
i've just watched s | e of maid! maid tvtime,puthculture,1,2021-10-13,pos,neu
what the entire fcuk! sean and alex cold sweatcold sweat. yoh my anxiety disappointed relieved maid,thandokamzimela,0,2021-10-13,neg,neg
maid spoilers maybe: part of me really feeling nateheart eyesi hope they get together smiling face with three hearts maid netflixsa,tingsilove1,0,2021-10-13,pos,pos
maid is a sik program triggers me in so many wayz but is a world that needs to be shown to the world more,10sy01,0,2021-10-13,pos,neu
we know. we're sorry. watching netflix maid se,ebikechick,0,2021-10-13,neg,neg
i've just watched s | e of maid! maid with _egy_ tvtime,mariam_alsayd,0,2021-10-13,pos,neu
watched maid this week! brilliant performances from all actors from wee maddy up! well worth a few hours (emm ten!!) of your tv schedule!,scot_indy,2,2021-10-13,pos,pos
i've just watched episode s | e of maid! maid tvtime,janaine,0,2021-10-13,pos,neu
not him abusing her verbally in front of her dad flushed maid,athee_mas,1,2021-10-13,pos,pos
i've just watched episode s | e of maid! maid tvtime,felipedecaldas,0,2021-10-13,pos,neu
five ways in which the maidnetflix series is different from the book maid,daily_express,1,2021-10-13,pos,neu
watched episode s | e of maid maid tvtime,feraieren,0,2021-10-12,pos,neu
sean is pissing me off ngl maid,athee_mas,3,2021-10-12,pos,neg
i just need alex to have a sustainable win just one!!! maid maidnetflix,chelletweets,1,2021-10-12,pos,pos
"before babe call i was crying, watching maid",realaszash103,0,2021-10-12,neg,neg
"maid on netflix is so depressing, i think i burned housands of calories watching that show, even though i skipped a couple of scenes in every episode.",shuja_ali5,0,2021-10-12,neg,neg
nearly cried at most episodes of maid what a great series!!,danyelbabie,1,2021-10-12,pos,pos
sean is the biggest piece of shit. maid,mrjaybreezy,0,2021-10-12,neg,neg
my friend started watching maid and she said it was a great tv show that make her think about women is situations in a different perspective and whatever so i watched it and the protagonist is reality is so painfully similar to mine that i felt like katniss in the capital+,voicelesscorpse,0,2021-10-12,pos,pos
i was today is seconds year old when i found out that the mom and daughter is really mom and daughter netflix maid,lilmisspotatbro,1,2021-10-12,pos,neu
oh wow! maid is exec produced by margot robbie.,nqomngomz,0,2021-10-12,pos,pos
the show maid hits home.,ydsxo_,0,2021-10-12,pos,neu
when alex told sean to let go of her hand maid,nodeastofeden,0,2021-10-12,pos,pos
this woman went and put her name on the flyers all over town to get business and then he told her they could share a phone. when i tell you i lost itttttt maidnetflix maid,chafeeza,1,2021-10-12,pos,neu
i've just watched episode s | e of maid! maid tvtime,janaine,0,2021-10-12,pos,neu
"maid reminds me of a movie i used to love called falling sky. what a tragic life that lady and her daughter lived, just one misfortune after the other",athee_mas,0,2021-10-12,neg,pos
petition to put andie macdowell in everything? maid,6thandjuneau,0,2021-10-12,pos,neu
“this whole new world is for her” maid maidnetflix,ilifhd,4,2021-10-12,pos,neu
maid on netflix is excellent,fpl_vs,4,2021-10-12,pos,pos
as someone that have been through domestic abuse i honestly hated maid it was just triggering and the way the show portrayed everything as if it was easy to just get out of that situation as if alex is ptsd and depression just got out of her body when she left sean as if +,voicelesscorpse,0,2021-10-12,neg,neg
“nobody can take writing away from you. nobody can tell you that you’re wrong or that your words are wrong.” maidnetflix maid,ilifhd,0,2021-10-12,neg,neg
"medical aid-in-dying: the ins and outs, a california update and one family is story // maid eoloa",thaddeuspope,0,2021-10-12,pos,neu
watched episode s | e of maid maid tvtime,feraieren,0,2021-10-12,pos,neu
"added to my list clapper in - police scotland recorded , incidents of domestic abuse and this number is increasing. *remember there are many more incidents that go unreported ... netflix maid domesticviolenceawareness",kirstiblackhur1,3,2021-10-12,pos,neg
lovely series on netflix maid maidnetflix,porridgeface,1,2021-10-12,pos,pos
i've just watched s | e of maid! maid tvtime,puthculture,0,2021-10-12,pos,neu
so our fabulous dp from girlfriend and the automatic hate shot this excellent new series on called maid that you really ought to watch. she also directed episode . as if that were not enough? it co-stars in a role she ought to be nominated for. bingeit,shaun_obanion,4,2021-10-12,pos,pos
"""i just smelled you"" boy what sob maid",sincemeandyou,0,2021-10-12,pos,neg
loved the movie maid,tsmith0923,0,2021-10-12,pos,pos
i've just watched episode s | e of maid! maid tvtime,lacaparouja,0,2021-10-12,pos,neu
moms like…. stop dodging dick rofljoyrofl…. what a woman maid,ladymsj_sas,0,2021-10-12,pos,neg
alex mother annnnoooyyyyyssssss me maid,ladymsj_sas,0,2021-10-12,pos,neu
what the entire f sean!!! cold sweatcold sweatcold sweat. maid,thandokamzimela,0,2021-10-12,neg,neu
i've just watched episode s | e of maid! maid tvtime,janaine,0,2021-10-12,pos,neu
anybody else find maid a really frustrating watch jam packed full of unlikeable characters? or was that the point?,deanpiper,0,2021-10-12,neg,neg
vallarta visitors enjoy every minute of your vacation. our maid services service will leave your more time in the delicious beachside restaurants of puerto vallarta. puertovallarta vacation maid concierge conciergeservice maidservice cleaning,vallartavisitor,0,2021-10-12,pos,pos
i've just watched episode s | e of la asistenta! maid tvtime,danitriel,0,2021-10-12,pos,neu
broke is giving your daughter pretend syrup with her pancakes. maid.,yourmomscribb,0,2021-10-12,pos,neg
"maid on netflix .. wow! absolutely amazing. emotional, eye opening, simple and yet so complex. would highly recommend!!",sastonwildlife,0,2021-10-12,pos,pos
i know that paula is a fictional character but those mothers actually exist. i want to punch the shit out of her! maid,maramous_,0,2021-10-12,neg,pos
i've just watched episode s | e of maid! maid tvtime,j9hfc,0,2021-10-12,pos,neu
"some ppl might watch maid and romanticize paula and alex is relationship bc ""paula was mentally ill but she did her best"" not she did not paula needed help from others and from herself but she choose not to even though she had a kid that required a mother. alex probably +",voicelesscorpse,0,2021-10-12,pos,pos
